activity name,activity code,division,group,class,isic description,activity description,jurisdiction,status
Investments Consultancy,101982.0,66,661,6619,Other activities auxiliary to financial service activities,,Meydan,
Invitation & Greeting Cards Trading,101992.0,47,476,4761,"Retail sale of books, newspapers and stationary in specialized stores",,Meydan,
Ironmongery Trading,101999.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,Meydan,
Irrigation Equipment & Requisites Trading,102000.0,46,465,4653,"Wholesale of agricultural machinery, equipment and supplies",,Meydan,
Islamic Economics Researches & Studies,102004.0,72,722,7220,Research and experimental development on social sciences and humanities,,Meydan,
Issuing Of  Covered Warrants,102006.0,66,661,6611,Administration of financial markets,,Meydan,
It Infrastructure,102008.0,63,631,6311,"Data processing, hosting and related activities",,Meydan,
It Security Management,102010.0,62,620,6209,Other information technology and computer service activities,,Meydan,
Jet Fuel Supply Services,102013.0,52,522,5223,Service activities incidental to air transportation,,Meydan,
Jet Ski Rental,102014.0,77,772,7721,Renting and leasing of recreational and sports goods,,Meydan,
Jet Ski Trading,102015.0,45,454,4540,"Sale, maintenance and repair of motorcycles and related parts and accessories",,Meydan,
Jewellery Designing,102018.0,74,741,7410,Specialized design activities,,Meydan,
Jewellery Rental,102020.0,77,772,7729,Renting and leasing of other personal and household goods,,Meydan,
Jewellery Trading,102016.0,46,464,4649,Wholesale of other household goods,,Meydan,
Jiu Jitsu Club,102022.0,93,931,9312,Activities of sports clubs,,Meydan,
Juice & Soft Drinks Preparing,102024.0,56,563,5630,Beverage serving activities,,Meydan,
Juice Trading,102025.0,46,463,4630,"Wholesale of food, beverages and tobacco",,Meydan,
Key Duplicators,102030.0,95,952,9529,Repair of other personal and household goods,,Meydan,
Kids Amusement Arcade,102031.0,93,932,9321,Activities of amusement parks and theme parks,,Meydan,
Kids Rides & Games Trading,102032.0,47,476,4764,Retail sale of games and toys in specialized stores,,Meydan,
Kindergarten,102033.0,85,851,8510,Pre-primary and primary education,,Meydan,
"Knives, Scissors Repair & Sharpening",102039.0,95,952,9529,Repair of other personal and household goods,,Meydan,
Landscape Architecture Services,102040.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,Meydan,
Landscape Care And Maintenance Service Activities,102041.0,81,813,8130,Landscape care and maintenance service activities,,Meydan,
Labeling Services,102042.0,82,829,8292,Packaging activities,,Meydan,
Labor Recruitment Brokerage Office Services,102043.0,78,781,7810,Activities of employment placement agencies,,Meydan,
Laboratories Chemicals Trading,102044.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,Meydan,
Laboratories Tools & Requisites Trading,102045.0,47,477,4773,Other retail sale of new goods in specialized stores,,Meydan,
Ladies Cosmetic & Personal Care Center,102051.0,96,960,9609,Other personal service activities n.e.c.,,Meydan,
Ladies Garment Trading,102052.0,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,Meydan,
Ladies Gowns Tailoring,102054.0,14,141,1410,"Manufacture of wearing apparel, except fur apparel",,Meydan,
Ladies Hair Fixing Center,101782.0,96,960,9602,Hairdressing and other beauty treatment,,Meydan,
Ladies Haircutting & Hair Dressing,101782.0,96,960,9602,Hairdressing and other beauty treatment,,Meydan,
Ladies Oriental Bath,102055.0,96,960,9609,Other personal service activities n.e.c.,,Meydan,
Ladies Physical Fitness Club,102056.0,93,931,9312,Activities of sports clubs,,Meydan,
Ladies Spa Club,102057.0,96,960,9609,Other personal service activities n.e.c.,,Meydan,
Ladies Wears Tailoring & Embroidery,102054.0,14,141,1410,"Manufacture of wearing apparel, except fur apparel",,Meydan,
Ladies Wears Tailoring & Embroidery Workshop,102054.0,14,141,1410,"Manufacture of wearing apparel, except fur apparel",,Meydan,
Landscape & Gardening Works & Maintenance,102063.0,81,813,8130,Landscape care and maintenance service activities,,Meydan,
Language Instruction And Conversational Skills Instruction,102066.0,85,854,8549,Other education n.e.c.,,Meydan,
Language Training,102068.0,85,854,8549,Other education n.e.c.,,Meydan,
Laser Cosmetic Center,102072.0,86,869,8690,Other human health activities,,Meydan,
Laser Hair Removal Training Center,102073.0,85,854,8549,Other education n.e.c.,,Meydan,
"Laundering And Dry-Cleaning, Pressing Etc., Of All Kinds Of Clothing (Including Fur) And Textiles, Provided By Mechanical Equipment, By Hand Or By Self-Service Coin-Operated Machines, Whether For The General Public Or For Industrial Or Commercial Clients",102075.0,96,960,9601,Washing and (dry-) cleaning of textile and fur products,,Meydan,
Laundry & Dry Cleaning Equipment Trading,102076.0,47,477,4773,Other retail sale of new goods in specialized stores,,Meydan,
Laundry Collection And Delivery,102077.0,96,960,9601,Washing and (dry-) cleaning of textile and fur products,,Meydan,
Laundry Services,102077.0,96,960,9601,Washing and (dry-) cleaning of textile and fur products,,Meydan,
Lawn Mowers However Operated,102079.0,46,465,4653,"Wholesale of agricultural machinery, equipment and supplies",,Meydan,
Learning Centres Offering Remedial Courses,102083.0,85,854,8549,Other education n.e.c.,,Meydan,
Learning Difficulties Center,102084.0,85,854,8549,Other education n.e.c.,,Meydan,
Leasing Where The Term Approximately Covers The Expected Life Of The Asset,102087.0,64,649,6491,Financial leasing,,Meydan,
Leather & Similar Products Repair,102088.0,95,952,9523,Repair of footwear and leather goods,,Meydan,
Legal Notifications Services,102095.0,53,532,5320,Courier activities,,Meydan,
Legal Translation,102096.0,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,Meydan,
Leisure & Sport Equipment Rental,102097.0,77,772,7721,Renting and leasing of recreational and sports goods,,Meydan,
Leisure Yachts & Boats Rental,102098.0,77,772,7721,Renting and leasing of recreational and sports goods,,Meydan,
Leisure Yachts & Boats Rental,102098.0,77,772,7721,Renting and leasing of recreational and sports goods,,Meydan,
Letter Or Resume Writing,102099.0,82,821,8219,"Photocopying, document preparation and other specialized office support activities",,Meydan,
Letters and Post Items Delivery,102100.0,53,532,5320,Courier activities,,Meydan,
"Libraries, Archives, Museums And Other Cultural Activities",102102.0,91,910,9100,"Libraries, archives, museums and other cultural activities",,Meydan,
Library And Archives Activities,102102.0,91,910,9101,Library and archives activities,,Meydan,
Life Insurance,102103.0,65,651,6511,Life insurance,,Meydan,
Life Reinsurance,102104.0,65,652,6520,Reinsurance,,Meydan,
Life Saving Equipment Trading,102105.0,47,477,4773,Other retail sale of new goods in specialized stores,,Meydan,
Lifeguard Services,102106.0,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,Meydan,
Lifeguard Training,102107.0,85,854,8549,Other education n.e.c.,,Meydan,
Lifestyle Coaching,102108.0,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,Meydan,
Lifestyle Consultancy,102108.0,96,960,9609,Other personal service activities n.e.c.,,Meydan,
Lifestyle Development Consultancy,102108.0,96,960,9609,Other personal service activities n.e.c.,,Meydan,
"Lifts, Escalators & Spare Parts Trading",102112.0,46,465,4659,Wholesale of other machinery and equipment,,Meydan,
Light Aircrafts Maintenance & Repair,102114.0,33,331,3315,"Repair of transport equipment, except motor vehicles",,Meydan,
Light Fitting & Fixtures Trading,102116.0,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,Meydan,
Lighting Equipment & Requisites Trading,102119.0,46,465,4659,Wholesale of other machinery and equipment,,Meydan,
Lighting Poles Trading,102121.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,Meydan,
Liquid Gas Tanks Rental,102126.0,77,771,7710,Renting and leasing of motor vehicles,,Meydan,
Literature Festivals,102131.0,90,900,9000,"Creative, arts and entertainment activities",,Meydan,
Live Stock Trading,102132.0,46,462,4620,Wholesale of agricultural raw materials and live animals,,Meydan,
Live Theatrical Show Production,102133.0,90,900,9000,"Creative, arts and entertainment activities",,Meydan,
Loading And Unloading Of Freight Railway Cars,102136.0,52,522,5224,Cargo handling,,Meydan,
Loading And Unloading Of Goods Or Passengers’ Luggage Irrespective Of The Mode Of Transport Used For Transportation,102137.0,52,522,5224,Cargo handling,,Meydan,
Loans & Overdues Rescheduling Services,102139.0,66,661,6619,Other activities auxiliary to financial service activities,,Meydan,
Local Shares & Bonds Brokers,102142.0,66,661,6612,Security and commodity contracts brokerage,,Meydan,
Local Sweets Preparing,102143.0,56,562,5621,Event catering,,Meydan,
Locks & Keys Trading,102145.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,Meydan,
Locks Repair,102146.0,95,952,9529,Repair of other personal and household goods,,Meydan,
Logistics And Freight Services,102147.0,52,522,5229,Other transportation support activities,,Meydan,
Logistics Consultancy,102148.0,70,702,7020,Management consultancy activities,,Meydan,
Loyalty Card Services,102150.0,82,829,8299,Other business support service activities n.e.c.,,Meydan,
Lubricants & Grease Refilling,102152.0,49,492,4923,Freight transport by road,,Meydan,
Lubricants & Grease Trading,102153.0,46,466,4661,"Wholesale of solid, liquid and gaseous fuels and related products",,Meydan,
Lubricants & Petroleum Wastes Transport,102154.0,52,522,5229,Other transportation support activities,,Meydan,
Machine Rigging,102158.0,33,332,3320,Installation of industrial machinery and equipment,,Meydan,
Maggots Laboratory,102161.0,86,869,8690,Other human health activities,,Meydan,
Magnetic Technology Equipment Trading,102162.0,46,465,4659,Wholesale of other machinery and equipment,,Meydan,
Mail Presorting Services,102163.0,82,829,8299,Other business support service activities n.e.c.,,Meydan,
Maintaining And Operating Paging As Well As Cellular And Other Wireless Telecommunications Networks.,102164.0,61,612,6120,Wireless telecommunications activities,,Meydan,
Maintenance And Repair Of Motor Vehicles,102167.0,45,452,4520,Maintenance and repair of motor vehicles,,Meydan,
"Maintenance And Repair Of Motor Vehicles:• Mechanical Repairs• Electrical Repairs• Electronic Injection Systems Repair• Ordinary Servicing• Bodywork Repair• Repair Of Motor Vehicle Parts• Washing, Polishing, Etc.• Spraying And Painting• Repair Of Screens And Windows• Repair Of Motor Vehicle Seats",102167.0,45,452,4520,Maintenance and repair of motor vehicles,,Meydan,
Maintenance And Repair Of Motorcycles,102168.0,45,454,4540,"Sale, maintenance and repair of motorcycles and related parts and accessories",,Meydan,
Maintenance Of Land In Order To Keep It In Good Ecological Condition,102169.0,81,813,8130,Landscape care and maintenance service activities,,Meydan,
"Makeup, Hairdressing & Henna Services",101782.0,96,960,9602,Hairdressing and other beauty treatment,,Meydan,
Managed Cyber Security Services Provider,102170.0,62,620,6202,Computer consultancy and computer facilities management activities,,Meydan,
Management Consultancy Activities,102177.0,70,702,7020,Management consultancy activities,,Meydan,
Management of Transport and Delivery Orders through Online Platforms and Smart Apps,102179.0,52,522,5221,Service activities incidental to land transportation,,Meydan,
Management Services,102181.0,70,701,7010,Activities of head offices,,Meydan,
Managing Office,102180.0,70,701,7010,Activities of head offices,,Meydan,
"Managing Operations Of Facilities For Indoor Or Outdoor Sports Events (Open, Closed Or Covered, With Or Without Spectator Seating):• Supervision Of Racetracks For Auto• Supervision Of Football, Hockey, Cricket, Baseball, Jai-Alai Stadiums• Supervision Of Swimming Pools And Stadiums• Supervision Of Track And Field Stadiums• Supervision Of Winter Sports Arenas And Stadiums• Supervision Of Ice-Hockey Arenas• Supervision Of Boxing Arenas• Supervision Of Golf Courses• Supervision Of Bowling Lanes• Supervision Of Fitness Centers",102181.0,93,931,9311,Operation of sports facilities,,Meydan,
